fournisseur,date_commande,categorie_produit,delai_prevu,delai_reel,prix,quantite
SUP_056,2024-10-13,alimentaire,8,6.0,3.35,9.0
SUP_015,2024-10-13,alimentaire,3,3.0,3.16,37.0
SUP_007,2024-10-13,alimentaire,2,2.0,3.01,8.0
SUP_002,2024-10-14,logistique,4,4.0,8.7,12.0
SUP_009,2024-10-14,alimentaire,8,9.0,3.37,8.0
SUP_077,2024-10-14,alimentaire,6,6.0,3.05,7.0
SUP_022,2024-10-14,alimentaire,7,7.0,3.04,21.0
SUP_064,2024-10-14,alimentaire,8,9.0,3.02,15.0
SUP_077,2024-10-14,non_alimentaire,8,11.0,16.47,17.0
SUP_001,2024-10-14,non_alimentaire,14,14.0,15.0,21.0
SUP_027,2024-10-14,logistique,14,14.0,8.38,17.0
SUP_024,2024-10-14,non_alimentaire,5,5.0,15.38,11.0
SUP_054,2024-10-14,non_alimentaire,5,5.0,14.66,14.0
SUP_038,2024-10-14,alimentaire,2,2.0,3.01,4.0
SUP_057,2024-10-14,logistique,4,4.0,8.13,8.0
SUP_059,2024-10-14,alimentaire,4,4.0,3.11,11.0
SUP_061,2024-10-14,alimentaire,2,2.0,3.12,4.0
SUP_010,2024-10-14,non_alimentaire,18,21.0,15.16,7.0
SUP_038,2024-10-14,alimentaire,2,2.0,3.0,5.0
SUP_063,2024-10-14,non_alimentaire,19,19.0,17.43,
SUP_001,2024-10-14,logistique,9,6.0,8.18,6.0
SUP_028,2024-10-14,non_alimentaire,10,10.0,14.67,9.0
SUP_022,2024-10-14,alimentaire,9,9.0,2.95,18.0
SUP_054,2024-10-14,non_alimentaire,9,9.0,18.42,2.0
SUP_045,2024-10-14,non_alimentaire,12,12.0,15.33,6.0
SUP_018,2024-10-14,non_alimentaire,17,17.0,14.79,6.0
SUP_016,2024-10-14,alimentaire,6,7.0,3.22,13.0
SUP_002,2024-10-14,non_alimentaire,20,28.0,19.1,27.0
SUP_079,2024-10-14,non_alimentaire,19,19.0,14.82,9.0
SUP_008,2024-10-14,alimentaire,4,6.0,2.23,4.0
SUP_063,2024-10-14,non_alimentaire,20,20.0,14.89,30.0
SUP_054,2024-10-14,non_alimentaire,17,17.0,12.61,7.0
SUP_012,2024-10-14,non_alimentaire,17,14.0,14.12,14.0
SUP_042,2024-10-14,logistique,4,4.0,7.74,40.0
SUP_022,2024-10-14,non_alimentaire,5,5.0,16.18,7.0
SUP_079,2024-10-15,alimentaire,8,8.0,3.04,11.0
SUP_067,2024-10-15,logistique,4,4.0,7.99,7.0
SUP_021,2024-10-15,alimentaire,9,9.0,3.14,11.0
SUP_074,2024-10-15,alimentaire,3,3.0,2.9,21.0
SUP_060,2024-10-15,non_alimentaire,17,17.0,15.63,4.0
SUP_053,2024-10-15,alimentaire,6,6.0,3.85,16.0
SUP_074,2024-10-15,logistique,12,13.0,7.76,11.0
SUP_078,2024-10-15,logistique,12,13.0,8.13,5.0
SUP_016,2024-10-15,alimentaire,9,9.0,3.08,17.0
SUP_019,2024-10-15,non_alimentaire,5,5.0,15.63,10.0
SUP_041,2024-10-15,logistique,15,15.0,7.59,4.0
SUP_056,2024-10-15,non_alimentaire,11,18.0,21.91,19.0
SUP_013,2024-10-15,non_alimentaire,9,9.0,15.49,20.0
SUP_029,2024-10-15,alimentaire,2,2.0,3.1,16.0
SUP_001,2024-10-15,non_alimentaire,8,8.0,16.51,8.0
SUP_001,2024-10-15,alimentaire,8,8.0,3.3,9.0
SUP_034,2024-10-15,alimentaire,7,7.0,3.63,3.0
SUP_057,2024-10-15,non_alimentaire,17,17.0,15.83,9.0
SUP_041,2024-10-15,alimentaire,2,2.0,2.95,6.0
SUP_040,2024-10-15,alimentaire,4,4.0,3.09,7.0
SUP_054,2024-10-15,alimentaire,6,8.0,2.62,10.0
SUP_035,2024-10-15,non_alimentaire,5,5.0,13.56,7.0
SUP_026,2024-10-15,non_alimentaire,16,16.0,14.65,1.0
SUP_067,2024-10-15,logistique,6,6.0,7.83,4.0
SUP_039,2024-10-15,non_alimentaire,9,10.0,15.71,15.0
SUP_061,2024-10-15,logistique,5,5.0,8.42,8.0
SUP_059,2024-10-15,alimentaire,5,5.0,3.16,18.0
SUP_057,2024-10-15,non_alimentaire,8,8.0,15.03,14.0
SUP_079,2024-10-15,non_alimentaire,19,20.0,15.57,
SUP_033,2024-10-15,non_alimentaire,13,13.0,15.41,7.0
SUP_036,2024-10-15,non_alimentaire,19,19.0,19.31,5.0
SUP_062,2024-10-15,non_alimentaire,14,14.0,15.54,5.0
SUP_016,2024-10-15,alimentaire,2,2.0,2.93,17.0
SUP_056,2024-10-15,non_alimentaire,16,20.0,15.88,4.0
SUP_018,2024-10-16,alimentaire,5,5.0,2.88,6.0
SUP_010,2024-10-16,alimentaire,2,2.0,3.11,5.0
SUP_016,2024-10-16,alimentaire,2,2.0,2.88,7.0
SUP_029,2024-10-16,non_alimentaire,16,16.0,14.93,16.0
SUP_015,2024-10-16,non_alimentaire,17,17.0,15.41,24.0
SUP_032,2024-10-16,alimentaire,8,8.0,3.09,5.0
SUP_016,2024-10-16,alimentaire,2,3.0,2.99,6.0
SUP_051,2024-10-16,alimentaire,9,9.0,3.09,6.0
SUP_021,2024-10-16,non_alimentaire,20,20.0,16.27,32.0
SUP_064,2024-10-16,non_alimentaire,10,10.0,15.03,35.0
SUP_075,2024-10-16,alimentaire,3,3.0,3.35,4.0
SUP_077,2024-10-16,alimentaire,9,9.0,2.78,10.0
SUP_004,2024-10-16,alimentaire,10,10.0,2.93,17.0
SUP_043,2024-10-16,logistique,5,6.0,8.42,27.0
SUP_057,2024-10-16,alimentaire,2,2.0,3.24,3.0
SUP_031,2024-10-16,non_alimentaire,20,20.0,,6.0
SUP_016,2024-10-16,non_alimentaire,19,19.0,15.64,29.0
SUP_011,2024-10-16,non_alimentaire,13,10.0,15.13,15.0
SUP_021,2024-10-16,logistique,4,4.0,8.77,8.0
SUP_068,2024-10-16,alimentaire,5,5.0,2.97,11.0
SUP_060,2024-10-16,alimentaire,5,5.0,3.23,2.0
SUP_015,2024-10-16,alimentaire,4,4.0,3.15,20.0
SUP_038,2024-10-16,logistique,7,9.0,8.21,10.0
SUP_010,2024-10-16,alimentaire,5,5.0,3.27,5.0
SUP_012,2024-10-16,alimentaire,9,13.0,2.99,1.0
SUP_067,2024-10-16,non_alimentaire,12,12.0,15.7,17.0
SUP_069,2024-10-16,non_alimentaire,20,20.0,14.47,13.0
SUP_042,2024-10-17,non_alimentaire,10,10.0,15.08,4.0
SUP_017,2024-10-17,non_alimentaire,6,6.0,14.09,6.0
SUP_075,2024-10-17,non_alimentaire,10,10.0,13.95,44.0
SUP_066,2024-10-17,alimentaire,6,7.0,3.05,31.0
SUP_064,2024-10-17,non_alimentaire,8,8.0,14.76,17.0
SUP_001,2024-10-17,alimentaire,6,5.0,3.04,11.0
SUP_018,2024-10-17,non_alimentaire,8,10.0,15.3,13.0
SUP_023,2024-10-17,alimentaire,9,9.0,3.09,26.0
SUP_044,2024-10-17,logistique,8,10.0,9.54,10.0
SUP_016,2024-10-17,non_alimentaire,6,6.0,15.09,11.0
SUP_077,2024-10-17,alimentaire,2,4.0,3.04,13.0
SUP_038,2024-10-17,alimentaire,6,6.0,3.24,7.0
SUP_066,2024-10-17,non_alimentaire,16,18.0,15.36,16.0
SUP_069,2024-10-17,alimentaire,9,9.0,3.13,13.0
SUP_010,2024-10-17,alimentaire,2,3.0,3.01,12.0
SUP_027,2024-10-17,alimentaire,7,8.0,3.23,7.0
SUP_076,2024-10-17,alimentaire,8,9.0,3.02,
SUP_021,2024-10-17,alimentaire,10,10.0,2.76,4.0
SUP_029,2024-10-17,non_alimentaire,7,7.0,14.72,20.0
SUP_027,2024-10-17,non_alimentaire,5,5.0,15.53,5.0
SUP_024,2024-10-17,non_alimentaire,12,13.0,15.57,9.0
SUP_016,2024-10-17,logistique,15,15.0,8.03,17.0
SUP_021,2024-10-17,alimentaire,6,6.0,2.87,5.0
SUP_005,2024-10-17,non_alimentaire,8,5.0,15.23,18.0
SUP_005,2024-10-17,non_alimentaire,17,18.0,14.79,2.0
SUP_042,2024-10-17,alimentaire,9,9.0,3.07,7.0
SUP_019,2024-10-17,non_alimentaire,13,11.0,15.78,8.0
SUP_040,2024-10-17,alimentaire,2,2.0,3.04,13.0
SUP_061,2024-10-17,alimentaire,10,8.0,2.93,14.0
SUP_067,2024-10-17,alimentaire,5,5.0,2.73,18.0
SUP_060,2024-10-17,non_alimentaire,5,5.0,15.18,6.0
SUP_038,2024-10-17,alimentaire,3,3.0,3.14,7.0
SUP_054,2024-10-17,non_alimentaire,9,9.0,13.99,11.0
SUP_022,2024-10-17,non_alimentaire,7,7.0,15.37,4.0
SUP_034,2024-10-17,alimentaire,9,11.0,2.62,37.0
SUP_080,2024-10-17,alimentaire,5,5.0,3.13,14.0
SUP_009,2024-10-17,alimentaire,4,5.0,3.23,17.0
SUP_008,2024-10-17,alimentaire,7,7.0,2.49,6.0
SUP_079,2024-10-17,alimentaire,10,10.0,3.14,10.0
SUP_071,2024-10-17,alimentaire,2,2.0,3.23,9.0
SUP_064,2024-10-17,logistique,6,7.0,,9.0
SUP_038,2024-10-17,alimentaire,4,4.0,3.12,8.0
SUP_034,2024-10-17,alimentaire,5,6.0,3.1,11.0
SUP_054,2024-10-18,alimentaire,6,6.0,2.68,7.0
SUP_041,2024-10-18,logistique,7,7.0,8.42,5.0
SUP_063,2024-10-18,alimentaire,2,2.0,3.39,14.0
SUP_052,2024-10-18,logistique,14,12.0,9.85,21.0
SUP_012,2024-10-18,non_alimentaire,15,19.0,19.4,5.0
SUP_076,2024-10-18,non_alimentaire,9,9.0,16.76,9.0
SUP_036,2024-10-18,alimentaire,6,6.0,3.12,21.0
SUP_063,2024-10-18,non_alimentaire,17,19.0,16.99,4.0
SUP_079,2024-10-18,logistique,15,12.0,8.1,4.0
SUP_066,2024-10-18,non_alimentaire,6,6.0,15.98,7.0
SUP_018,2024-10-18,non_alimentaire,20,20.0,,22.0
SUP_049,2024-10-18,alimentaire,7,5.0,3.1,13.0
SUP_047,2024-10-18,non_alimentaire,17,17.0,14.66,7.0
SUP_043,2024-10-18,non_alimentaire,20,19.0,16.28,10.0
SUP_033,2024-10-18,non_alimentaire,13,13.0,15.49,6.0
SUP_002,2024-10-18,logistique,6,6.0,8.52,10.0
SUP_034,2024-10-18,non_alimentaire,11,11.0,19.68,6.0
SUP_071,2024-10-18,non_alimentaire,7,7.0,16.01,3.0
SUP_040,2024-10-18,non_alimentaire,5,5.0,15.53,22.0
SUP_010,2024-10-18,alimentaire,4,4.0,3.05,15.0
SUP_067,2024-10-18,alimentaire,2,2.0,3.16,8.0
SUP_042,2024-10-18,non_alimentaire,9,9.0,15.33,4.0
SUP_012,2024-10-18,alimentaire,3,2.0,3.05,11.0
SUP_024,2024-10-18,non_alimentaire,10,11.0,16.07,14.0
SUP_077,2024-10-18,alimentaire,8,8.0,2.9,6.0
SUP_055,2024-10-18,non_alimentaire,18,19.0,13.96,5.0
SUP_061,2024-10-18,non_alimentaire,17,17.0,15.55,5.0
SUP_058,2024-10-18,alimentaire,4,4.0,2.9,7.0
SUP_055,2024-10-18,alimentaire,9,10.0,3.09,3.0
SUP_013,2024-10-18,alimentaire,10,10.0,2.95,10.0
SUP_021,2024-10-18,alimentaire,6,8.0,2.62,11.0
SUP_054,2024-10-18,non_alimentaire,17,17.0,22.12,10.0
SUP_043,2024-10-18,non_alimentaire,7,7.0,14.42,1.0
SUP_033,2024-10-18,non_alimentaire,14,14.0,15.58,2.0
SUP_053,2024-10-18,non_alimentaire,14,14.0,17.21,6.0
SUP_078,2024-10-18,alimentaire,3,2.0,3.22,5.0
SUP_057,2024-10-18,logistique,15,15.0,8.13,14.0
SUP_064,2024-10-18,alimentaire,10,10.0,3.03,10.0
SUP_008,2024-10-18,alimentaire,8,8.0,3.23,7.0
SUP_074,2024-10-19,alimentaire,3,1.0,2.91,9.0
SUP_010,2024-10-19,alimentaire,4,6.0,3.24,12.0
SUP_029,2024-10-19,logistique,15,13.0,7.88,7.0
SUP_040,2024-10-19,alimentaire,8,8.0,3.05,6.0
SUP_064,2024-10-19,non_alimentaire,8,8.0,14.4,8.0
SUP_052,2024-10-19,logistique,5,5.0,7.47,12.0
SUP_061,2024-10-19,non_alimentaire,17,17.0,15.38,17.0
SUP_037,2024-10-19,logistique,7,5.0,7.92,4.0
SUP_066,2024-10-19,non_alimentaire,10,10.0,15.69,6.0
SUP_067,2024-10-19,logistique,14,14.0,7.95,4.0
SUP_025,2024-10-19,non_alimentaire,7,7.0,15.15,14.0
SUP_061,2024-10-19,alimentaire,6,4.0,2.98,5.0
SUP_055,2024-10-19,alimentaire,8,8.0,3.29,5.0
SUP_018,2024-10-19,non_alimentaire,19,19.0,14.31,4.0
SUP_022,2024-10-19,non_alimentaire,6,6.0,15.7,
SUP_038,2024-10-19,alimentaire,9,7.0,3.05,5.0
SUP_021,2024-10-19,alimentaire,10,10.0,3.19,5.0
SUP_063,2024-10-19,logistique,5,5.0,7.61,6.0
SUP_041,2024-10-19,alimentaire,9,9.0,3.03,39.0
SUP_048,2024-10-19,non_alimentaire,17,17.0,15.25,24.0
SUP_054,2024-10-19,alimentaire,2,2.0,3.87,11.0
SUP_033,2024-10-19,non_alimentaire,5,5.0,15.33,9.0
SUP_069,2024-10-19,non_alimentaire,16,16.0,15.49,3.0
SUP_076,2024-10-19,non_alimentaire,9,9.0,15.95,4.0
SUP_064,2024-10-19,non_alimentaire,18,18.0,14.51,4.0
SUP_065,2024-10-19,non_alimentaire,11,11.0,15.65,4.0
SUP_040,2024-10-19,alimentaire,10,7.0,2.93,21.0
SUP_064,2024-10-19,logistique,15,16.0,7.86,9.0
SUP_061,2024-10-19,alimentaire,3,3.0,2.97,16.0
SUP_057,2024-10-19,non_alimentaire,5,5.0,16.29,17.0
SUP_057,2024-10-19,alimentaire,8,8.0,3.11,8.0
SUP_040,2024-10-19,non_alimentaire,19,19.0,15.81,4.0
SUP_061,2024-10-19,non_alimentaire,20,20.0,15.04,9.0
SUP_016,2024-10-19,alimentaire,6,6.0,3.07,8.0
SUP_010,2024-10-19,non_alimentaire,19,19.0,15.34,5.0
SUP_071,2024-10-19,alimentaire,3,3.0,2.93,7.0
SUP_014,2024-10-19,non_alimentaire,12,,15.29,2.0
SUP_079,2024-10-19,non_alimentaire,10,10.0,15.41,3.0
SUP_064,2024-10-19,alimentaire,7,7.0,,6.0
SUP_040,2024-10-19,alimentaire,2,2.0,3.09,4.0
SUP_032,2024-10-19,non_alimentaire,11,11.0,15.52,8.0
SUP_071,2024-10-19,non_alimentaire,18,18.0,14.88,12.0
SUP_066,2024-10-20,alimentaire,8,8.0,3.18,3.0
SUP_011,2024-10-20,non_alimentaire,16,16.0,15.39,6.0
SUP_040,2024-10-20,logistique,6,7.0,8.51,
SUP_077,2024-10-20,alimentaire,4,5.0,3.37,7.0
SUP_051,2024-10-20,non_alimentaire,19,23.0,15.2,2.0
SUP_023,2024-10-20,alimentaire,6,4.0,3.05,16.0
SUP_041,2024-10-20,non_alimentaire,16,16.0,15.57,3.0
SUP_071,2024-10-20,alimentaire,3,3.0,3.13,7.0
SUP_021,2024-10-20,logistique,14,16.0,8.73,11.0
SUP_039,2024-10-20,non_alimentaire,7,9.0,,21.0
SUP_052,2024-10-20,alimentaire,7,7.0,3.44,11.0
SUP_053,2024-10-20,alimentaire,8,8.0,3.01,18.0
SUP_021,2024-10-20,non_alimentaire,18,20.0,15.58,3.0
SUP_010,2024-10-20,alimentaire,10,10.0,3.22,11.0
SUP_056,2024-10-20,non_alimentaire,19,19.0,13.53,13.0
SUP_009,2024-10-20,alimentaire,7,8.0,3.6,4.0
SUP_037,2024-10-20,alimentaire,3,3.0,3.1,5.0
SUP_035,2024-10-20,non_alimentaire,8,8.0,,13.0
SUP_054,2024-10-20,alimentaire,9,9.0,3.25,4.0
SUP_032,2024-10-20,non_alimentaire,13,13.0,15.71,21.0
SUP_062,2024-10-20,alimentaire,7,7.0,2.88,1.0
SUP_042,2024-10-20,logistique,15,,8.19,13.0
SUP_041,2024-10-20,non_alimentaire,5,5.0,15.53,13.0
SUP_054,2024-10-20,non_alimentaire,11,11.0,18.48,7.0
SUP_040,2024-10-20,non_alimentaire,12,12.0,15.79,8.0
SUP_035,2024-10-20,non_alimentaire,7,7.0,10.93,4.0
SUP_078,2024-10-20,alimentaire,9,8.0,3.06,19.0
SUP_037,2024-10-20,non_alimentaire,6,6.0,15.88,9.0
SUP_010,2024-10-20,non_alimentaire,17,17.0,16.36,1.0
SUP_074,2024-10-20,non_alimentaire,7,8.0,14.29,10.0
SUP_064,2024-10-20,alimentaire,6,6.0,2.96,14.0
SUP_057,2024-10-20,alimentaire,9,9.0,3.29,11.0
SUP_076,2024-10-20,non_alimentaire,12,13.0,14.51,16.0
SUP_055,2024-10-20,non_alimentaire,7,7.0,16.45,11.0
SUP_075,2024-10-20,non_alimentaire,8,8.0,16.34,18.0
SUP_032,2024-10-20,non_alimentaire,7,7.0,15.16,9.0
SUP_026,2024-10-20,alimentaire,3,3.0,2.88,21.0
SUP_068,2024-10-20,logistique,15,15.0,8.67,14.0
SUP_028,2024-10-20,alimentaire,3,3.0,3.25,7.0
SUP_078,2024-10-20,non_alimentaire,20,20.0,14.69,11.0
SUP_013,2024-10-20,alimentaire,6,6.0,3.33,33.0
SUP_026,2024-10-21,logistique,13,,8.13,8.0
SUP_046,2024-10-21,alimentaire,9,9.0,2.9,3.0
SUP_041,2024-10-21,logistique,10,10.0,7.96,29.0
SUP_017,2024-10-21,alimentaire,7,7.0,3.01,10.0
SUP_054,2024-10-21,alimentaire,5,5.0,2.95,6.0
SUP_037,2024-10-21,non_alimentaire,12,12.0,15.24,11.0
SUP_043,2024-10-21,non_alimentaire,11,11.0,15.91,4.0
SUP_076,2024-10-21,non_alimentaire,15,15.0,13.03,11.0
SUP_021,2024-10-21,alimentaire,3,3.0,3.15,11.0
SUP_053,2024-10-21,alimentaire,5,5.0,2.86,8.0
SUP_041,2024-10-21,alimentaire,9,9.0,2.88,8.0
SUP_062,2024-10-21,non_alimentaire,14,14.0,15.15,9.0
SUP_026,2024-10-21,alimentaire,9,11.0,3.04,28.0
SUP_017,2024-10-21,alimentaire,7,7.0,3.0,10.0
SUP_075,2024-10-21,alimentaire,2,2.0,3.31,12.0
SUP_008,2024-10-21,non_alimentaire,8,12.0,20.78,8.0
SUP_004,2024-10-21,alimentaire,2,1.0,3.17,6.0
SUP_018,2024-10-21,logistique,7,8.0,8.39,5.0
SUP_075,2024-10-21,alimentaire,2,2.0,3.31,12.0
SUP_036,2024-10-21,alimentaire,2,1.0,2.86,5.0
SUP_022,2024-10-21,alimentaire,7,7.0,3.2,8.0
SUP_040,2024-10-21,alimentaire,3,3.0,3.03,9.0
SUP_050,2024-10-21,non_alimentaire,15,15.0,15.35,10.0
SUP_003,2024-10-21,alimentaire,8,8.0,2.73,2.0
SUP_073,2024-10-21,alimentaire,2,2.0,2.92,6.0
SUP_015,2024-10-21,logistique,8,8.0,7.74,41.0
SUP_028,2024-10-21,logistique,7,7.0,8.33,
SUP_029,2024-10-21,alimentaire,8,8.0,3.16,10.0
SUP_036,2024-10-21,alimentaire,2,5.0,3.15,17.0
SUP_045,2024-10-21,alimentaire,8,8.0,3.01,3.0
SUP_020,2024-10-21,alimentaire,7,7.0,2.97,12.0
SUP_064,2024-10-21,alimentaire,5,6.0,2.98,21.0
SUP_025,2024-10-21,alimentaire,7,7.0,3.12,37.0
SUP_014,2024-10-21,alimentaire,3,3.0,2.94,14.0
SUP_019,2024-10-21,alimentaire,7,7.0,2.97,20.0
SUP_053,2024-10-21,alimentaire,4,7.0,3.41,7.0
SUP_047,2024-10-21,alimentaire,7,7.0,3.22,8.0
SUP_041,2024-10-21,non_alimentaire,12,12.0,15.04,3.0
SUP_064,2024-10-22,alimentaire,6,7.0,2.78,11.0
SUP_021,2024-10-22,non_alimentaire,19,19.0,14.26,28.0
SUP_025,2024-10-22,logistique,11,11.0,8.33,21.0
SUP_069,2024-10-22,non_alimentaire,6,6.0,15.04,9.0
SUP_055,2024-10-22,logistique,12,12.0,8.19,10.0
SUP_065,2024-10-22,non_alimentaire,8,8.0,15.19,13.0
SUP_002,2024-10-22,non_alimentaire,9,14.0,13.73,7.0
SUP_076,2024-10-22,non_alimentaire,20,23.0,14.84,3.0
SUP_076,2024-10-22,non_alimentaire,15,18.0,15.32,11.0
SUP_023,2024-10-22,alimentaire,3,3.0,3.13,3.0
SUP_030,2024-10-22,alimentaire,3,3.0,2.96,15.0
SUP_018,2024-10-22,alimentaire,6,6.0,3.0,7.0
SUP_008,2024-10-22,non_alimentaire,18,23.0,18.34,9.0
SUP_061,2024-10-22,alimentaire,7,7.0,2.88,2.0
SUP_006,2024-10-22,logistique,4,4.0,7.9,8.0
SUP_068,2024-10-22,alimentaire,10,10.0,3.16,15.0
SUP_021,2024-10-22,non_alimentaire,6,6.0,15.01,7.0
SUP_001,2024-10-22,alimentaire,3,4.0,2.98,4.0
SUP_018,2024-10-22,alimentaire,5,6.0,2.99,27.0
SUP_026,2024-10-22,alimentaire,8,9.0,3.12,11.0
SUP_061,2024-10-22,non_alimentaire,10,10.0,14.78,20.0
SUP_044,2024-10-22,alimentaire,3,5.0,4.01,4.0
SUP_039,2024-10-22,alimentaire,6,6.0,2.8,9.0
SUP_045,2024-10-22,alimentaire,9,11.0,2.97,19.0
SUP_019,2024-10-22,alimentaire,9,9.0,3.02,17.0
SUP_074,2024-10-22,alimentaire,6,6.0,2.78,14.0
SUP_050,2024-10-22,alimentaire,8,8.0,2.92,30.0
SUP_042,2024-10-22,non_alimentaire,18,20.0,15.3,21.0
SUP_014,2024-10-22,logistique,8,8.0,8.43,17.0
SUP_016,2024-10-22,non_alimentaire,13,13.0,14.84,14.0
SUP_057,2024-10-22,alimentaire,4,4.0,3.05,30.0
SUP_023,2024-10-22,logistique,15,15.0,8.1,5.0
SUP_024,2024-10-22,alimentaire,6,6.0,3.14,3.0
SUP_029,2024-10-22,alimentaire,10,10.0,3.09,11.0
SUP_013,2024-10-22,non_alimentaire,7,7.0,14.53,4.0
SUP_043,2024-10-22,logistique,9,9.0,8.34,9.0
SUP_050,2024-10-22,alimentaire,2,2.0,3.03,14.0
SUP_045,2024-10-22,alimentaire,3,4.0,2.89,6.0
SUP_026,2024-10-23,non_alimentaire,18,18.0,14.59,8.0
SUP_029,2024-10-23,logistique,6,8.0,8.09,26.0
SUP_057,2024-10-23,alimentaire,8,8.0,2.96,17.0
SUP_015,2024-10-23,alimentaire,9,9.0,2.98,5.0
SUP_031,2024-10-23,logistique,12,12.0,8.68,11.0
SUP_063,2024-10-23,non_alimentaire,15,15.0,16.2,7.0
SUP_010,2024-10-23,logistique,7,8.0,8.3,11.0
SUP_049,2024-10-23,non_alimentaire,15,15.0,15.22,7.0
SUP_013,2024-10-23,alimentaire,6,6.0,3.48,4.0
SUP_060,2024-10-23,alimentaire,3,3.0,3.17,5.0
SUP_016,2024-10-23,non_alimentaire,5,5.0,15.67,3.0
SUP_067,2024-10-23,alimentaire,5,5.0,2.92,8.0
SUP_079,2024-10-23,alimentaire,2,0.0,2.94,2.0
SUP_021,2024-10-23,non_alimentaire,15,14.0,14.37,4.0
SUP_022,2024-10-23,non_alimentaire,12,12.0,15.13,11.0
SUP_036,2024-10-23,logistique,4,5.0,8.33,10.0
SUP_019,2024-10-23,alimentaire,10,10.0,3.01,5.0
SUP_060,2024-10-23,non_alimentaire,19,19.0,15.77,7.0
SUP_016,2024-10-23,alimentaire,2,3.0,3.07,11.0
SUP_042,2024-10-23,alimentaire,4,4.0,3.13,4.0
SUP_021,2024-10-23,non_alimentaire,7,7.0,15.41,1.0
SUP_010,2024-10-23,non_alimentaire,7,7.0,14.79,8.0
SUP_043,2024-10-23,non_alimentaire,16,16.0,15.85,4.0
SUP_037,2024-10-23,alimentaire,2,1.0,3.18,14.0
SUP_005,2024-10-23,alimentaire,8,,3.17,5.0
SUP_058,2024-10-23,logistique,10,10.0,7.94,19.0
SUP_010,2024-10-23,non_alimentaire,16,19.0,15.46,6.0
SUP_014,2024-10-23,non_alimentaire,8,8.0,15.98,10.0
SUP_035,2024-10-24,logistique,14,14.0,8.53,12.0
SUP_058,2024-10-24,non_alimentaire,12,12.0,15.44,8.0
SUP_007,2024-10-24,non_alimentaire,16,16.0,15.11,9.0
SUP_002,2024-10-24,non_alimentaire,17,17.0,16.02,19.0
SUP_017,2024-10-24,non_alimentaire,19,19.0,15.12,8.0
SUP_068,2024-10-24,alimentaire,3,3.0,3.01,32.0
SUP_076,2024-10-24,non_alimentaire,12,12.0,14.2,6.0
SUP_015,2024-10-24,non_alimentaire,10,10.0,15.1,8.0
SUP_049,2024-10-24,alimentaire,6,6.0,3.06,4.0
SUP_055,2024-10-24,alimentaire,4,2.0,3.04,5.0
SUP_032,2024-10-24,alimentaire,7,4.0,2.97,10.0
SUP_025,2024-10-24,logistique,3,3.0,8.11,12.0
SUP_005,2024-10-24,non_alimentaire,20,20.0,15.39,4.0
SUP_014,2024-10-24,non_alimentaire,11,11.0,14.57,7.0
SUP_030,2024-10-24,alimentaire,2,2.0,3.23,9.0
SUP_074,2024-10-24,alimentaire,7,8.0,3.31,10.0
SUP_052,2024-10-24,alimentaire,10,10.0,3.1,16.0
SUP_018,2024-10-24,alimentaire,8,8.0,3.15,24.0
SUP_070,2024-10-24,non_alimentaire,20,20.0,13.35,11.0
SUP_035,2024-10-24,alimentaire,5,9.0,3.31,2.0
SUP_041,2024-10-24,non_alimentaire,19,16.0,15.23,9.0
SUP_045,2024-10-24,alimentaire,4,3.0,3.04,27.0
SUP_007,2024-10-24,logistique,6,6.0,33.68,22.0
SUP_076,2024-10-24,non_alimentaire,5,6.0,16.04,2.0
SUP_030,2024-10-24,alimentaire,9,11.0,3.1,9.0
SUP_054,2024-10-24,logistique,9,11.0,6.92,3.0
SUP_030,2024-10-24,alimentaire,3,3.0,3.24,5.0
SUP_061,2024-10-24,alimentaire,8,6.0,3.01,7.0
SUP_067,2024-10-24,alimentaire,3,3.0,3.18,8.0
SUP_080,2024-10-24,logistique,6,6.0,7.83,26.0
SUP_041,2024-10-24,non_alimentaire,10,10.0,15.32,3.0
SUP_017,2024-10-24,non_alimentaire,14,15.0,15.77,7.0
SUP_054,2024-10-24,logistique,9,6.0,9.59,11.0
SUP_057,2024-10-25,logistique,9,9.0,,12.0
SUP_010,2024-10-25,alimentaire,8,8.0,2.93,3.0
SUP_055,2024-10-25,non_alimentaire,17,,15.7,20.0
SUP_029,2024-10-25,logistique,10,10.0,7.73,5.0
SUP_030,2024-10-25,non_alimentaire,10,10.0,15.67,
SUP_007,2024-10-25,alimentaire,3,4.0,3.04,4.0
SUP_040,2024-10-25,non_alimentaire,17,17.0,15.47,6.0
SUP_076,2024-10-25,non_alimentaire,15,15.0,16.67,12.0
SUP_054,2024-10-25,alimentaire,8,11.0,3.52,3.0
SUP_022,2024-10-25,alimentaire,9,9.0,3.14,11.0
SUP_033,2024-10-25,non_alimentaire,10,10.0,15.27,3.0
SUP_017,2024-10-25,non_alimentaire,10,10.0,15.29,17.0
SUP_074,2024-10-25,logistique,15,15.0,8.16,22.0
SUP_052,2024-10-25,alimentaire,2,1.0,3.22,7.0
SUP_017,2024-10-25,alimentaire,3,3.0,3.06,7.0
SUP_040,2024-10-25,non_alimentaire,14,,15.24,7.0
SUP_048,2024-10-25,alimentaire,5,5.0,3.06,11.0
SUP_005,2024-10-25,alimentaire,7,7.0,3.17,18.0
SUP_069,2024-10-25,alimentaire,7,9.0,3.04,15.0
SUP_015,2024-10-25,non_alimentaire,7,7.0,15.58,12.0
